dataset,strategy,length_or_k,method,n_train_traces,n_test_traces,n_features,train_matrix_bytes,test_matrix_bytes,encode_time_seconds,encode_time_per_trace_ms,pretrain_time_seconds
datasets/BPI_Challenge_2019.xes,prefix,100,BERT,258,65,128,132096,33280,0.2749,0.851,11.8753
datasets/BPI_Challenge_2019.xes,prefix,100,ACF,258,65,9572,19756608,4977440,0.1185,0.367,0.7354
datasets/BPI_Challenge_2019.xes,prefix,150,Baseline,233,57,150,69900,17100,0.0618,0.2132,
datasets/BPI_Challenge_2019.xes,prefix,150,OHE,233,57,2273,420336,100264,0.0426,0.147,
datasets/BPI_Challenge_2019.xes,prefix,150,Bigram,233,57,138,257232,62928,0.0218,0.075,
datasets/BPI_Challenge_2019.xes,prefix,150,W2V,233,57,48,44736,21888,0.0008,0.0027,0.0547
datasets/BPI_Challenge_2019.xes,prefix,150,D2V,233,57,64,59648,14592,0.3137,1.0817,5.5836
datasets/BPI_Challenge_2019.xes,prefix,150,BERT,233,57,128,119296,29184,0.2289,0.7894,11.9852
datasets/BPI_Challenge_2019.xes,prefix,150,ACF,233,57,9572,17842208,4364832,0.1638,0.5648,0.7392
datasets/BPI_Challenge_2019.xes,prefix,200,Baseline,215,51,200,86000,20400,0.0836,0.3142,
datasets/BPI_Challenge_2019.xes,prefix,200,OHE,215,51,2719,516864,119512,0.0519,0.1953,
datasets/BPI_Challenge_2019.xes,prefix,200,Bigram,215,51,147,252840,59976,0.0253,0.0951,
datasets/BPI_Challenge_2019.xes,prefix,200,W2V,215,51,48,41280,19584,0.0007,0.0025,0.0643
datasets/BPI_Challenge_2019.xes,prefix,200,D2V,215,51,64,55040,13056,0.3457,1.2995,5.5893
datasets/BPI_Challenge_2019.xes,prefix,200,BERT,215,51,128,110080,26112,0.2147,0.8073,12.3407
datasets/BPI_Challenge_2019.xes,prefix,200,ACF,215,51,9572,16463840,3905376,0.1986,0.7466,0.7335
datasets/BPI_Challenge_2019.xes,prefix,300,Baseline,185,46,300,111000,27600,0.123,0.5325,
datasets/BPI_Challenge_2019.xes,prefix,300,OHE,185,46,4068,666744,161540,0.2733,1.183,
datasets/BPI_Challenge_2019.xes,prefix,300,Bigram,185,46,166,245680,61088,0.0297,0.1286,
datasets/BPI_Challenge_2019.xes,prefix,300,W2V,185,46,48,35520,17664,0.0006,0.0026,0.101
datasets/BPI_Challenge_2019.xes,prefix,300,D2V,185,46,64,47360,11776,0.4031,1.7452,5.5708
datasets/BPI_Challenge_2019.xes,prefix,300,BERT,185,46,128,94720,23552,0.2364,1.0232,11.9914
datasets/BPI_Challenge_2019.xes,prefix,300,ACF,185,46,9572,14166560,3522496,0.2634,1.1402,0.7128
datasets/BPI_Challenge_2019.xes,prefix,400,Baseline,168,43,400,134400,34400,0.165,0.7818,
datasets/BPI_Challenge_2019.xes,prefix,400,OHE,168,43,5491,807076,200984,0.1053,0.499,
datasets/BPI_Challenge_2019.xes,prefix,400,Bigram,168,43,175,235200,60200,0.0355,0.1682,
datasets/BPI_Challenge_2019.xes,prefix,400,W2V,168,43,48,32256,16512,0.0006,0.0027,0.0991
datasets/BPI_Challenge_2019.xes,prefix,400,D2V,168,43,64,43008,11008,0.4822,2.2852,5.5813
datasets/BPI_Challenge_2019.xes,prefix,400,BERT,168,43,128,86016,22016,0.1965,0.9311,12.1344
datasets/BPI_Challenge_2019.xes,prefix,400,ACF,168,43,9572,12864768,3292768,0.3456,1.6381,0.7467
datasets/BPI_Challenge_2019.xes,prefix,500,Baseline,149,40,500,149000,40000,0.2011,1.0643,
datasets/BPI_Challenge_2019.xes,prefix,500,OHE,149,40,6800,894600,232568,0.1233,0.6521,
datasets/BPI_Challenge_2019.xes,prefix,500,Bigram,149,40,171,203832,54720,0.0443,0.2344,
datasets/BPI_Challenge_2019.xes,prefix,500,W2V,149,40,48,28608,15360,0.0005,0.0027,0.1098
datasets/BPI_Challenge_2019.xes,prefix,500,D2V,149,40,64,38144,10240,0.5111,2.7045,5.6286
datasets/BPI_Challenge_2019.xes,prefix,500,BERT,149,40,128,76288,20480,0.1622,0.8584,12.1487
datasets/BPI_Challenge_2019.xes,prefix,500,ACF,149,40,9572,11409824,3063040,0.3684,1.9492,0.7227
datasets/BPI_Challenge_2019.xes,prefix,600,Baseline,143,38,600,171600,45600,0.253,1.3976,
datasets/BPI_Challenge_2019.xes,prefix,600,OHE,143,38,8149,1030176,264564,0.1525,0.8423,
datasets/BPI_Challenge_2019.xes,prefix,600,Bigram,143,38,185,211640,56240,0.0476,0.2627,
datasets/BPI_Challenge_2019.xes,prefix,600,W2V,143,38,48,27456,14592,0.0005,0.0027,0.1607
datasets/BPI_Challenge_2019.xes,prefix,600,D2V,143,38,64,36608,9728,0.5875,3.2458,5.7647
datasets/BPI_Challenge_2019.xes,prefix,600,BERT,143,38,128,73216,19456,0.163,0.9004,11.9764
datasets/BPI_Challenge_2019.xes,prefix,600,ACF,143,38,9572,10950368,2909888,0.4315,2.3838,0.7203
datasets/BPI_Challenge_2019.xes,prefix,700,Baseline,135,36,700,189000,50400,0.3259,1.9059,
datasets/BPI_Challenge_2019.xes,prefix,700,OHE,135,36,9338,1134544,292660,0.2945,1.7221,
datasets/BPI_Challenge_2019.xes,prefix,700,Bigram,135,36,188,203040,54144,0.0568,0.3321,
datasets/BPI_Challenge_2019.xes,prefix,700,W2V,135,36,48,25920,13824,0.0005,0.0027,0.1824
datasets/BPI_Challenge_2019.xes,prefix,700,D2V,135,36,64,34560,9216,0.6371,3.7256,5.6484
datasets/BPI_Challenge_2019.xes,prefix,700,BERT,135,36,128,69120,18432,0.1711,1.0006,12.1247
datasets/BPI_Challenge_2019.xes,prefix,700,ACF,135,36,9572,10337760,2756736,0.5032,2.9428,1.1398
datasets/BPI_Challenge_2019.xes,prefix,800,Baseline,122,36,800,195200,57600,0.3267,2.0679,
datasets/BPI_Challenge_2019.xes,prefix,800,OHE,122,36,10405,1171692,334156,0.2159,1.3662,
datasets/BPI_Challenge_2019.xes,prefix,800,Bigram,122,36,190,185440,54720,0.0539,0.3412,
datasets/BPI_Challenge_2019.xes,prefix,800,W2V,122,36,48,23424,13824,0.0004,0.0028,0.2026
datasets/BPI_Challenge_2019.xes,prefix,800,D2V,122,36,64,31232,9216,0.655,4.1453,5.7404
datasets/BPI_Challenge_2019.xes,prefix,800,BERT,122,36,128,62464,18432,0.1334,0.844,12.8963
datasets/BPI_Challenge_2019.xes,prefix,800,ACF,122,36,9572,9342272,2756736,0.5044,3.1921,0.7764
