dataset;strategy;length_or_k;method;accuracy;f1_score;train_size;test_size;status;grid_search_time;rf_max_depth;rf_max_features;rf_min_samples_leaf;rf_min_samples_split;rf_n_estimators
datasets/BPI_Challenge_2013_incidents.xes;sliding_window;150;BERT;0.686253561;0.579555048;16765;2808;Success;159.8487673;10;log2;2;5;100
datasets/BPI_Challenge_2013_incidents.xes;sliding_window;150;ACF;0.679487179;0.57546446;16765;2808;Success;127.1080401;10;sqrt;1;2;200
datasets/BPI_Challenge_2013_incidents.xes;prefix;10;Baseline;0.694444444;0.64646835;552;144;Success;13.1986537;10;sqrt;2;5;200
datasets/BPI_Challenge_2013_incidents.xes;prefix;20;Baseline;0.752293578;0.674862249;389;109;Success;4.884704113;20;sqrt;2;5;200
datasets/BPI_Challenge_2013_incidents.xes;prefix;30;Baseline;0.674418605;0.543281654;310;86;Success;4.477259398;20;sqrt;2;5;100
datasets/BPI_Challenge_2013_incidents.xes;prefix;40;Baseline;0.702702703;0.609321396;263;74;Success;4.512973309;10;log2;1;5;100
datasets/BPI_Challenge_2013_incidents.xes;prefix;50;Baseline;0.733333333;0.634615385;231;60;Success;4.4071877;20;sqrt;1;5;100
datasets/BPI_Challenge_2013_incidents.xes;prefix;75;Baseline;0.636363636;0.501920615;178;44;Success;4.570541382;20;sqrt;1;5;200
datasets/BPI_Challenge_2013_incidents.xes;prefix;100;Baseline;0.75;0.642857143;138;40;Success;4.187634468;10;sqrt;1;5;100
datasets/BPI_Challenge_2013_incidents.xes;prefix;125;Baseline;625;0.480769231;115;32;Success;4.168030262;10;sqrt;1;2;100
datasets/BPI_Challenge_2013_incidents.xes;prefix;150;Baseline;0.653846154;0.516994633;92;26;Success;5.187402725;10;log2;1;2;200
datasets/BPI_Challenge_2013_incidents.xes;sliding_window;10;Baseline;0.6968065;0.633448768;45155;10584;Success;33.08323574;10;sqrt;2;5;200
datasets/BPI_Challenge_2013_incidents.xes;sliding_window;20;Baseline;0.691219041;0.605854336;40515;9327;Success;48.92488694;10;sqrt;2;2;200
datasets/BPI_Challenge_2013_incidents.xes;sliding_window;30;Baseline;0.687724336;0.595290656;36996;8358;Success;47.60016704;10;sqrt;1;2;100
datasets/BPI_Challenge_2013_incidents.xes;sliding_window;40;Baseline;0.691746285;0.603084611;34110;7536;Success;63.10170674;20;log2;2;2;200
datasets/BPI_Challenge_2013_incidents.xes;sliding_window;50;Baseline;0.688019845;0.583046398;31627;6853;Success;66.21980953;10;sqrt;2;2;100
datasets/BPI_Challenge_2013_incidents.xes;sliding_window;75;Baseline;0.680101211;0.558395017;26548;5533;Success;54.14180112;10;sqrt;1;2;200
datasets/BPI_Challenge_2013_incidents.xes;sliding_window;100;Baseline;0.682518419;0.55760648;22605;4479;Success;50.83877754;10;sqrt;2;2;200
datasets/BPI_Challenge_2013_incidents.xes;sliding_window;125;Baseline;0.683207177;0.55491128;19398;3567;Success;47.46467543;10;sqrt;1;5;200
datasets/BPI_Challenge_2013_incidents.xes;sliding_window;150;Baseline;0.691239316;0.565043383;16765;2808;Success;46.08969545;10;log2;1;5;200
datasets/BPI_Challenge_2013_incidents.xes;last3;10;Baseline;0.6805555555555556;0.5947582453186607;552;144;Success;6.756269931793213;10;sqrt;1;2;200
